,time,row_384,column_384,rfu_value,replicate,sample_set,standard_conc,reporter,gRNA,target_DNA,target_DNA_input_concentration,target_DNA_input_DNA_molecules,hours,minutes,seconds,cas12a_timing,cas12a_minutes
322,00:10:00,C,17,50.386,c,NANCI_UMP_standard,0.0390625,,,,,,00,10,00,NANCI_UMP_standard,0
324,00:10:00,E,17,2995.801,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,10,00,30mins,30
326,00:10:00,G,17,4465.628,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,10,00,1hr,60
328,00:10:00,I,17,6407.645,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,10,00,2hr,120
330,00:10:00,K,17,7637.061,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,10,00,3hr,180
332,00:10:00,M,17,242439.59399999998,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,00,10,00,3hr,180
334,00:10:00,O,17,70.54,,,,r17U-TTATT-phos,,,,,00,10,00,,
336,00:10:00,A,19,43.188,a,NANCI_UMP_standard,0.0195312,,,,,,00,10,00,NANCI_UMP_standard,0
337,00:10:00,B,19,40.309,b,NANCI_UMP_standard,0.0195312,,,,,,00,10,00,NANCI_UMP_standard,0
338,00:10:00,C,19,34.55,c,NANCI_UMP_standard,0.0195312,,,,,,00,10,00,NANCI_UMP_standard,0
340,00:10:00,E,19,437.63699999999994,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,10,00,30mins,30
342,00:10:00,G,19,574.399,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,10,00,1hr,60
344,00:10:00,I,19,876.7139999999999,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,10,00,2hr,120
346,00:10:00,K,19,1330.1870000000001,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,10,00,3hr,180
348,00:10:00,M,19,220472.766,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,00,10,00,3hr,180
350,00:10:00,O,19,84.936,,,,r17U-TTATT-phos,,,,,00,10,00,,
352,00:10:00,A,21,34.55,a,NANCI_UMP_standard,0.0097656,,,,,,00,10,00,NANCI_UMP_standard,0
353,00:10:00,B,21,31.671,b,NANCI_UMP_standard,0.0097656,,,,,,00,10,00,NANCI_UMP_standard,0
354,00:10:00,C,21,51.825,c,NANCI_UMP_standard,0.0097656,,,,,,00,10,00,NANCI_UMP_standard,0
356,00:10:00,E,21,171.312,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,10,00,30mins,30
358,00:10:00,G,21,123.805,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,10,00,1hr,60
360,00:10:00,I,21,234.65400000000002,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,10,00,2hr,120
362,00:10:00,K,21,272.084,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,10,00,3hr,180
364,00:10:00,M,21,129.564,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,00,10,00,3hr,180
366,00:10:00,O,21,46.067,,,,r17U-TTATT-phos,,,,,00,10,00,,
368,00:10:00,A,23,47.507,a,NANCI_UMP_standard,0,,,,,,00,10,00,NANCI_UMP_standard,0
369,00:10:00,B,23,38.869,b,NANCI_UMP_standard,0,,,,,,00,10,00,NANCI_UMP_standard,0
370,00:10:00,C,23,44.626999999999995,c,NANCI_UMP_standard,0,,,,,,00,10,00,NANCI_UMP_standard,0
372,00:10:00,E,23,106.53,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,10,00,30mins,30
374,00:10:00,G,23,118.04700000000001,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,10,00,1hr,60
376,00:10:00,I,23,152.597,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,10,00,2hr,120
378,00:10:00,K,23,162.674,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,10,00,3hr,180
380,00:10:00,M,23,166.993,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,00,10,00,3hr,180
382,00:10:00,O,23,25.913,,,,r17U-TTATT-phos,,,,,00,10,00,,
384,00:20:00,A,1,3438.8190000000004,a,NANCI_UMP_standard,10,,,,,,00,20,00,NANCI_UMP_standard,0
385,00:20:00,B,1,3382.61,b,NANCI_UMP_standard,10,,,,,,00,20,00,NANCI_UMP_standard,0
386,00:20:00,C,1,3326.401,c,NANCI_UMP_standard,10,,,,,,00,20,00,NANCI_UMP_standard,0
388,00:20:00,E,1,3025.18,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,30mins,30
390,00:20:00,G,1,4133.5,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,1hr,60
392,00:20:00,I,1,7044.821999999999,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,2hr,120
394,00:20:00,K,1,7004.467,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,3hr,180
396,00:20:00,M,1,230392.187,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,00,20,00,3hr,180
398,00:20:00,O,1,250053.703,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,00,20,00,3hr,180
400,00:20:00,A,3,1655.994,a,NANCI_UMP_standard,5,,,,,,00,20,00,NANCI_UMP_standard,0
401,00:20:00,B,3,1722.2920000000001,b,NANCI_UMP_standard,5,,,,,,00,20,00,NANCI_UMP_standard,0
402,00:20:00,C,3,1643.023,c,NANCI_UMP_standard,5,,,,,,00,20,00,NANCI_UMP_standard,0
404,00:20:00,E,3,366.077,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,30mins,30
406,00:20:00,G,3,543.351,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,1hr,60
408,00:20:00,I,3,935.37,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,2hr,120
410,00:20:00,K,3,1202.001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,3hr,180
412,00:20:00,M,3,221689.937,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,00,20,00,3hr,180
414,00:20:00,O,3,234910.516,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,00,20,00,3hr,180
416,00:20:00,A,5,828.7180000000001,a,NANCI_UMP_standard,2.5,,,,,,00,20,00,NANCI_UMP_standard,0
417,00:20:00,B,5,847.454,b,NANCI_UMP_standard,2.5,,,,,,00,20,00,NANCI_UMP_standard,0
418,00:20:00,C,5,847.454,c,NANCI_UMP_standard,2.5,,,,,,00,20,00,NANCI_UMP_standard,0
420,00:20:00,E,5,208.981,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,30mins,30
422,00:20:00,G,5,170.067,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,1hr,60
424,00:20:00,I,5,245.012,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,2hr,120
426,00:20:00,K,5,358.871,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,3hr,180
428,00:20:00,M,5,193793.109,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,00,20,00,3hr,180
430,00:20:00,O,5,192736.687,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,00,20,00,3hr,180
432,00:20:00,A,7,442.463,a,NANCI_UMP_standard,1.25,,,,,,00,20,00,NANCI_UMP_standard,0
433,00:20:00,B,7,396.343,b,NANCI_UMP_standard,1.25,,,,,,00,20,00,NANCI_UMP_standard,0
434,00:20:00,C,7,417.962,c,NANCI_UMP_standard,1.25,,,,,,00,20,00,NANCI_UMP_standard,0
436,00:20:00,E,7,145.566,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,30mins,30
438,00:20:00,G,7,102.329,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,1hr,60
440,00:20:00,I,7,135.477,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,2hr,120
442,00:20:00,K,7,219.07,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,3hr,180
444,00:20:00,M,7,202191.266,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,00,20,00,3hr,180
446,00:20:00,O,7,215125.063,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,00,20,00,3hr,180
448,00:20:00,A,9,249.33599999999998,a,NANCI_UMP_standard,0.625,,,,,,00,20,00,NANCI_UMP_standard,0
449,00:20:00,B,9,272.39599999999996,b,NANCI_UMP_standard,0.625,,,,,,00,20,00,NANCI_UMP_standard,0
450,00:20:00,C,9,217.628,c,NANCI_UMP_standard,0.625,,,,,,00,20,00,NANCI_UMP_standard,0
452,00:20:00,E,9,2990.59,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,30mins,30
454,00:20:00,G,9,3992.258,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,1hr,60
456,00:20:00,I,9,7217.771,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,2hr,120
458,00:20:00,K,9,7472.871999999999,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,3hr,180
460,00:20:00,M,9,198.892,a,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,00,20,00,3hr,180
462,00:20:00,O,9,165.74400000000003,c,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,,,00,20,00,3hr,180
464,00:20:00,A,11,155.655,a,NANCI_UMP_standard,0.3125,,,,,,00,20,00,NANCI_UMP_standard,0
465,00:20:00,B,11,125.389,b,NANCI_UMP_standard,0.3125,,,,,,00,20,00,NANCI_UMP_standard,0
466,00:20:00,C,11,142.684,c,NANCI_UMP_standard,0.3125,,,,,,00,20,00,NANCI_UMP_standard,0
468,00:20:00,E,11,392.02,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,30mins,30
470,00:20:00,G,11,882.044,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,1hr,60
472,00:20:00,I,11,944.018,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,2hr,120
474,00:20:00,K,11,1222.1789999999999,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,3hr,180
476,00:20:00,M,11,224.835,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,00,20,00,3hr,180
478,00:20:00,O,11,164.30200000000002,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,,,00,20,00,3hr,180
480,00:20:00,A,13,95.12200000000001,a,NANCI_UMP_standard,0.15625,,,,,,00,20,00,NANCI_UMP_standard,0
481,00:20:00,B,13,82.15100000000001,b,NANCI_UMP_standard,0.15625,,,,,,00,20,00,NANCI_UMP_standard,0
482,00:20:00,C,13,73.50399999999999,c,NANCI_UMP_standard,0.15625,,,,,,00,20,00,NANCI_UMP_standard,0
484,00:20:00,E,13,148.44899999999998,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,30mins,30
486,00:20:00,G,13,177.274,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,1hr,60
488,00:20:00,I,13,245.012,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,2hr,120
490,00:20:00,K,13,255.101,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,3hr,180
492,00:20:00,M,13,227008.141,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,00,20,00,3hr,180
494,00:20:00,O,13,80.71,,,,r17U-TTATT-phos,,,,,00,20,00,,
496,00:20:00,A,15,47.56100000000001,a,NANCI_UMP_standard,0.078125,,,,,,00,20,00,NANCI_UMP_standard,0
497,00:20:00,B,15,38.914,b,NANCI_UMP_standard,0.078125,,,,,,00,20,00,NANCI_UMP_standard,0
498,00:20:00,C,15,83.59200000000001,c,NANCI_UMP_standard,0.078125,,,,,,00,20,00,NANCI_UMP_standard,0
500,00:20:00,E,15,144.125,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,30mins,30
502,00:20:00,G,15,106.652,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,1hr,60
504,00:20:00,I,15,149.89,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,2hr,120
506,00:20:00,K,15,201.775,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,3hr,180
508,00:20:00,M,15,228538.734,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,00,20,00,3hr,180
510,00:20:00,O,15,77.827,,,,r17U-TTATT-phos,,,,,00,20,00,,
512,00:20:00,A,17,47.56100000000001,a,NANCI_UMP_standard,0.0390625,,,,,,00,20,00,NANCI_UMP_standard,0
513,00:20:00,B,17,36.031,b,NANCI_UMP_standard,0.0390625,,,,,,00,20,00,NANCI_UMP_standard,0
514,00:20:00,C,17,33.149,c,NANCI_UMP_standard,0.0390625,,,,,,00,20,00,NANCI_UMP_standard,0
516,00:20:00,E,17,2819.0820000000003,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,30mins,30
518,00:20:00,G,17,4217.093,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,1hr,60
520,00:20:00,I,17,6374.641,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,2hr,120
522,00:20:00,K,17,7615.556,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,20,00,3hr,180
524,00:20:00,M,17,202112.016,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,00,20,00,3hr,180
526,00:20:00,O,17,59.091,,,,r17U-TTATT-phos,,,,,00,20,00,,
528,00:20:00,A,19,44.678999999999995,a,NANCI_UMP_standard,0.0195312,,,,,,00,20,00,NANCI_UMP_standard,0
529,00:20:00,B,19,23.06,b,NANCI_UMP_standard,0.0195312,,,,,,00,20,00,NANCI_UMP_standard,0
530,00:20:00,C,19,27.384,c,NANCI_UMP_standard,0.0195312,,,,,,00,20,00,NANCI_UMP_standard,0
532,00:20:00,E,19,396.343,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,30mins,30
534,00:20:00,G,19,547.674,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,1hr,60
536,00:20:00,I,19,902.221,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,2hr,120
538,00:20:00,K,19,1274.063,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,20,00,3hr,180
540,00:20:00,M,19,192209.187,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,00,20,00,3hr,180
542,00:20:00,O,19,47.56100000000001,,,,r17U-TTATT-phos,,,,,00,20,00,,
544,00:20:00,A,21,31.706999999999997,a,NANCI_UMP_standard,0.0097656,,,,,,00,20,00,NANCI_UMP_standard,0
545,00:20:00,B,21,44.678999999999995,b,NANCI_UMP_standard,0.0097656,,,,,,00,20,00,NANCI_UMP_standard,0
546,00:20:00,C,21,40.355,c,NANCI_UMP_standard,0.0097656,,,,,,00,20,00,NANCI_UMP_standard,0
548,00:20:00,E,21,180.15599999999998,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,30mins,30
550,00:20:00,G,21,144.125,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,1hr,60
552,00:20:00,I,21,188.804,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,2hr,120
554,00:20:00,K,21,242.13,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,20,00,3hr,180
556,00:20:00,M,21,144.125,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,00,20,00,3hr,180
558,00:20:00,O,21,43.236999999999995,,,,r17U-TTATT-phos,,,,,00,20,00,,
560,00:20:00,A,23,30.266,a,NANCI_UMP_standard,0,,,,,,00,20,00,NANCI_UMP_standard,0
561,00:20:00,B,23,17.295,b,NANCI_UMP_standard,0,,,,,,00,20,00,NANCI_UMP_standard,0
562,00:20:00,C,23,21.619,c,NANCI_UMP_standard,0,,,,,,00,20,00,NANCI_UMP_standard,0
564,00:20:00,E,23,118.182,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,30mins,30
566,00:20:00,G,23,134.036,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,1hr,60
568,00:20:00,I,23,136.91899999999998,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,2hr,120
570,00:20:00,K,23,112.417,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,20,00,3hr,180
572,00:20:00,M,23,142.684,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,00,20,00,3hr,180
574,00:20:00,O,23,12.970999999999998,,,,r17U-TTATT-phos,,,,,00,20,00,,
576,00:30:00,A,1,3278.665,a,NANCI_UMP_standard,10,,,,,,00,30,00,NANCI_UMP_standard,0
577,00:30:00,B,1,3189.3520000000003,b,NANCI_UMP_standard,10,,,,,,00,30,00,NANCI_UMP_standard,0
578,00:30:00,C,1,3319.0,c,NANCI_UMP_standard,10,,,,,,00,30,00,NANCI_UMP_standard,0
580,00:30:00,E,1,2901.244,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,30,00,30mins,30
582,00:30:00,G,1,3997.494,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,30,00,1hr,60
584,00:30:00,I,1,6649.525,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,30,00,2hr,120
586,00:30:00,K,1,6913.144,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,30,00,3hr,180
588,00:30:00,M,1,209020.703,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,00,30,00,3hr,180
590,00:30:00,O,1,226098.266,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,00,30,00,3hr,180
592,00:30:00,A,3,1555.781,a,NANCI_UMP_standard,5,,,,,,00,30,00,NANCI_UMP_standard,0
593,00:30:00,B,3,1561.5439999999999,b,NANCI_UMP_standard,5,,,,,,00,30,00,NANCI_UMP_standard,0
594,00:30:00,C,3,1544.257,c,NANCI_UMP_standard,5,,,,,,00,30,00,NANCI_UMP_standard,0
596,00:30:00,E,3,360.135,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,30,00,30mins,30
598,00:30:00,G,3,515.7130000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,30,00,1hr,60
600,00:30:00,I,3,946.434,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,30,00,2hr,120
602,00:30:00,K,3,1068.88,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,00,30,00,3hr,180
604,00:30:00,M,3,200851.391,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,00,30,00,3hr,180
606,00:30:00,O,3,212158.172,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,00,30,00,3hr,180
608,00:30:00,A,5,736.115,a,NANCI_UMP_standard,2.5,,,,,,00,30,00,NANCI_UMP_standard,0
609,00:30:00,B,5,785.0930000000001,b,NANCI_UMP_standard,2.5,,,,,,00,30,00,NANCI_UMP_standard,0
610,00:30:00,C,5,847.0369999999999,c,NANCI_UMP_standard,2.5,,,,,,00,30,00,NANCI_UMP_standard,0
612,00:30:00,E,5,162.781,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,30,00,30mins,30
614,00:30:00,G,5,119.565,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,30,00,1hr,60
616,00:30:00,I,5,211.75900000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,30,00,2hr,120
618,00:30:00,K,5,290.98900000000003,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,00,30,00,3hr,180
620,00:30:00,M,5,168607.812,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,00,30,00,3hr,180
622,00:30:00,O,5,168528.59399999998,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,00,30,00,3hr,180
624,00:30:00,A,7,390.38599999999997,a,NANCI_UMP_standard,1.25,,,,,,00,30,00,NANCI_UMP_standard,0
625,00:30:00,B,7,413.435,b,NANCI_UMP_standard,1.25,,,,,,00,30,00,NANCI_UMP_standard,0
626,00:30:00,C,7,377.421,c,NANCI_UMP_standard,1.25,,,,,,00,30,00,NANCI_UMP_standard,0
628,00:30:00,E,7,144.054,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,30,00,30mins,30
630,00:30:00,G,7,136.851,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,30,00,1hr,60
632,00:30:00,I,7,115.243,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,30,00,2hr,120
634,00:30:00,K,7,213.2,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,00,30,00,3hr,180
636,00:30:00,M,7,179250.516,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,00,30,00,3hr,180
638,00:30:00,O,7,188565.03100000002,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,00,30,00,3hr,180
640,00:30:00,A,9,226.165,a,NANCI_UMP_standard,0.625,,,,,,00,30,00,NANCI_UMP_standard,0
641,00:30:00,B,9,213.2,b,NANCI_UMP_standard,0.625,,,,,,00,30,00,NANCI_UMP_standard,0
642,00:30:00,C,9,229.046,c,NANCI_UMP_standard,0.625,,,,,,00,30,00,NANCI_UMP_standard,0
644,00:30:00,E,9,2901.244,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,30,00,30mins,30
646,00:30:00,G,9,3941.313,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,30,00,1hr,60
648,00:30:00,I,9,6973.646,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,30,00,2hr,120
650,00:30:00,K,9,7122.022,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,00,30,00,3hr,180
652,00:30:00,M,9,139.732,a,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,00,30,00,3hr,180
