,Unnamed: 0,time,row_384,column_384,rfu_value,reporter,phos,gRNA_used,standard_conc,replicate,target_added
0,0,00:00:00,G,1,7076.32,standard,standard,standard,10,a,standard
1,1,00:00:00,H,1,6135.8319999999985,standard,standard,standard,10,b,standard
2,2,00:00:00,I,1,1753.5,r17Ar3C,phos,syn-C11,,a,target_added
3,3,00:00:00,J,1,1592.03,r17Ar3C,phos,syn-C11,,b,target_added
4,4,00:00:00,K,1,8.498,r17Ar3C,phos,syn-C11,,a,no_target
5,5,00:00:00,L,1,14.164,r17Ar3C,phos,syn-C11,,b,no_target
6,6,00:00:00,M,1,62.32100000000001,H20,phos,syn-C11,,a,target_added
7,7,00:00:00,N,1,36.826,H20,phos,syn-C11,,b,target_added
8,8,00:00:00,O,1,2.833,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
9,9,00:00:00,G,3,2138.76,standard,standard,standard,5,a,standard
10,10,00:00:00,H,3,2144.425,standard,standard,standard,5,b,standard
11,11,00:00:00,I,3,1416.3970000000004,r17Ar3C,phos,IVT-C11,,a,target_added
12,12,00:00:00,J,3,1662.85,r17Ar3C,phos,IVT-C11,,b,target_added
13,13,00:00:00,K,3,67.987,r17Ar3C,phos,IVT-C11,,a,no_target
14,14,00:00:00,L,3,50.99,r17Ar3C,phos,IVT-C11,,b,no_target
15,15,00:00:00,M,3,150.138,H20,phos,IVT-C11,,a,target_added
16,16,00:00:00,N,3,107.646,H20,phos,IVT-C11,,b,target_added
17,17,00:00:00,O,3,0.0,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
18,18,00:00:00,G,5,906.494,standard,standard,standard,2.5,a,standard
19,19,00:00:00,H,5,943.32,standard,standard,standard,2.5,b,standard
20,20,00:00:00,I,5,906.494,r17Ar3C,phos,IVT-B1,,a,target_added
21,21,00:00:00,J,5,722.363,r17Ar3C,phos,IVT-B1,,b,target_added
22,22,00:00:00,K,5,169.968,r17Ar3C,phos,IVT-B1,,a,no_target
23,23,00:00:00,L,5,167.135,r17Ar3C,phos,IVT-B1,,b,no_target
24,24,00:00:00,M,5,226.624,H20,phos,IVT-B1,,a,target_added
25,25,00:00:00,N,5,133.141,H20,phos,IVT-B1,,b,target_added
26,26,00:00:00,O,5,2.833,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
27,27,00:00:00,G,7,762.0219999999998,standard,standard,standard,1.25,a,standard
28,28,00:00:00,H,7,643.044,standard,standard,standard,1.25,b,standard
29,29,00:00:00,I,7,1974.458,r17Ar3C,phos,IVT-H6,,a,target_added
30,30,00:00:00,J,7,1736.503,r17Ar3C,phos,IVT-H6,,b,target_added
31,31,00:00:00,K,7,303.1090000000001,r17Ar3C,phos,IVT-H6,,a,no_target
32,32,00:00:00,L,7,300.276,r17Ar3C,phos,IVT-H6,,b,no_target
33,33,00:00:00,M,7,756.3560000000001,H20,phos,IVT-H6,,a,target_added
34,34,00:00:00,N,7,453.247,H20,phos,IVT-H6,,b,target_added
35,35,00:00:00,O,7,0.0,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
36,36,00:00:00,G,9,144.47299999999996,standard,standard,standard,0.625,a,standard
37,37,00:00:00,H,9,186.96400000000003,standard,standard,standard,0.625,b,standard
38,38,00:00:00,I,9,3113.241,r17Ar3C,phos,IVT-G8,,a,target_added
39,39,00:00:00,J,9,2175.586,r17Ar3C,phos,IVT-G8,,b,target_added
40,40,00:00:00,K,9,1761.9979999999996,r17Ar3C,phos,IVT-G8,,a,no_target
41,41,00:00:00,L,9,1390.902,r17Ar3C,phos,IVT-G8,,b,no_target
42,42,00:00:00,M,9,1521.21,H20,phos,IVT-G8,,a,target_added
43,43,00:00:00,N,9,1093.4589999999996,H20,phos,IVT-G8,,b,target_added
44,44,00:00:00,O,9,5.666,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
45,45,00:00:00,G,11,73.653,standard,standard,standard,0.3125,a,standard
46,46,00:00:00,H,11,147.305,standard,standard,standard,0.3125,b,standard
47,47,00:00:00,I,11,3702.462,r17Ar3C,phos,IVT-C4,,a,target_added
48,48,00:00:00,J,11,3059.418,r17Ar3C,phos,IVT-C4,,b,target_added
49,49,00:00:00,K,11,101.981,r17Ar3C,phos,IVT-C4,,a,no_target
50,50,00:00:00,L,11,101.981,r17Ar3C,phos,IVT-C4,,b,no_target
51,51,00:00:00,M,11,838.507,H20,phos,IVT-C4,,a,target_added
52,52,00:00:00,N,11,609.0509999999998,H20,phos,IVT-C4,,b,target_added
53,53,00:00:00,O,11,8.498,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
54,54,00:00:00,G,13,79.318,standard,standard,standard,0.15625,a,standard
55,55,00:00:00,H,13,90.649,standard,standard,standard,0.15625,b,standard
56,56,00:00:00,I,13,2169.92,r17Ar3C,no_phos,syn-C11,,a,target_added
57,57,00:00:00,J,13,1305.918,r17Ar3C,no_phos,syn-C11,,b,target_added
58,58,00:00:00,K,13,19.83,r17Ar3C,no_phos,syn-C11,,a,no_target
59,59,00:00:00,L,13,14.164,r17Ar3C,no_phos,syn-C11,,b,no_target
60,60,00:00:00,M,13,28.328000000000007,H20,no_phos,syn-C11,,a,target_added
61,61,00:00:00,N,13,22.662,H20,no_phos,syn-C11,,b,target_added
62,62,00:00:00,O,13,14.164,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
63,63,00:00:00,G,15,155.804,standard,standard,standard,0.078125,a,standard
64,64,00:00:00,H,15,96.315,standard,standard,standard,0.078125,b,standard
65,65,00:00:00,I,15,3135.903,r17Ar3C,no_phos,IVT-C11,,a,target_added
66,66,00:00:00,J,15,2314.393,r17Ar3C,no_phos,IVT-C11,,b,target_added
67,67,00:00:00,K,15,566.559,r17Ar3C,no_phos,IVT-C11,,a,no_target
68,68,00:00:00,L,15,444.749,r17Ar3C,no_phos,IVT-C11,,b,no_target
69,69,00:00:00,M,15,518.401,H20,no_phos,IVT-C11,,a,target_added
70,70,00:00:00,N,15,467.411,H20,no_phos,IVT-C11,,b,target_added
71,71,00:00:00,O,15,14.164,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
72,72,00:00:00,G,17,76.485,standard,standard,standard,0.0390625,a,standard
73,73,00:00:00,H,17,48.158,standard,standard,standard,0.0390625,b,standard
74,74,00:00:00,I,17,2957.437,r17Ar3C,no_phos,IVT-B1,,a,target_added
75,75,00:00:00,J,17,1801.657,r17Ar3C,no_phos,IVT-B1,,b,target_added
76,76,00:00:00,K,17,1104.79,r17Ar3C,no_phos,IVT-B1,,a,no_target
77,77,00:00:00,L,17,1008.475,r17Ar3C,no_phos,IVT-B1,,b,no_target
78,78,00:00:00,M,17,875.3330000000002,H20,no_phos,IVT-B1,,a,target_added
79,79,00:00:00,N,17,929.156,H20,no_phos,IVT-B1,,b,target_added
80,80,00:00:00,O,17,11.331,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
81,81,00:00:00,G,19,90.649,standard,standard,standard,0.0195312,a,standard
82,82,00:00:00,H,19,101.981,standard,standard,standard,0.0195312,b,standard
83,83,00:00:00,I,19,3654.305,r17Ar3C,no_phos,IVT-H6,,a,target_added
84,84,00:00:00,J,19,2685.489,r17Ar3C,no_phos,IVT-H6,,b,target_added
85,85,00:00:00,K,19,1433.394,r17Ar3C,no_phos,IVT-H6,,a,no_target
86,86,00:00:00,L,19,1354.076,r17Ar3C,no_phos,IVT-H6,,b,no_target
87,87,00:00:00,M,19,1498.5479999999998,H20,no_phos,IVT-H6,,a,target_added
88,88,00:00:00,N,19,1407.899,H20,no_phos,IVT-H6,,b,target_added
89,89,00:00:00,O,19,8.498,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
90,90,00:00:00,G,21,87.81700000000002,standard,standard,standard,0.0097656,a,standard
91,91,00:00:00,H,21,65.154,standard,standard,standard,0.0097656,b,standard
92,92,00:00:00,I,21,2413.541,r17Ar3C,no_phos,IVT-G8,,a,target_added
93,93,00:00:00,J,21,1487.217,r17Ar3C,no_phos,IVT-G8,,b,target_added
94,94,00:00:00,K,21,1634.5220000000004,r17Ar3C,no_phos,IVT-G8,,a,no_target
95,95,00:00:00,L,21,1521.21,r17Ar3C,no_phos,IVT-G8,,b,no_target
96,96,00:00:00,M,21,1543.8729999999996,H20,no_phos,IVT-G8,,a,target_added
97,97,00:00:00,N,21,1274.757,H20,no_phos,IVT-G8,,b,target_added
98,98,00:00:00,O,21,8.498,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
99,99,00:00:00,G,23,555.2280000000002,standard,standard,standard,0,a,standard
100,100,00:00:00,H,23,110.479,standard,standard,standard,0,b,standard
101,101,00:00:00,I,23,3756.285,r17Ar3C,no_phos,IVT-C4,,a,target_added
102,102,00:00:00,J,23,2705.3190000000004,r17Ar3C,no_phos,IVT-C4,,b,target_added
103,103,00:00:00,K,23,753.523,r17Ar3C,no_phos,IVT-C4,,a,no_target
104,104,00:00:00,L,23,728.028,r17Ar3C,no_phos,IVT-C4,,b,no_target
105,105,00:00:00,M,23,980.147,H20,no_phos,IVT-C4,,a,target_added
106,106,00:00:00,N,23,872.5010000000002,H20,no_phos,IVT-C4,,b,target_added
107,107,00:00:00,O,23,8.498,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
108,108,00:10:00,G,1,8030.5819999999985,standard,standard,standard,10,a,standard
109,109,00:10:00,H,1,7136.7040000000015,standard,standard,standard,10,b,standard
110,110,00:10:00,I,1,2661.581,r17Ar3C,phos,syn-C11,,a,target_added
111,111,00:10:00,J,1,3111.385,r17Ar3C,phos,syn-C11,,b,target_added
112,112,00:10:00,K,1,37.245,r17Ar3C,phos,syn-C11,,a,no_target
113,113,00:10:00,L,1,48.705,r17Ar3C,phos,syn-C11,,b,no_target
114,114,00:10:00,M,1,243.525,H20,phos,syn-C11,,a,target_added
115,115,00:10:00,N,1,177.63,H20,phos,syn-C11,,b,target_added
116,116,00:10:00,O,1,22.92,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
117,117,00:10:00,G,3,3097.06,standard,standard,standard,5,a,standard
118,118,00:10:00,H,3,3008.245,standard,standard,standard,5,b,standard
119,119,00:10:00,I,3,2498.276,r17Ar3C,phos,IVT-C11,,a,target_added
120,120,00:10:00,J,3,2515.466,r17Ar3C,phos,IVT-C11,,b,target_added
121,121,00:10:00,K,3,131.79,r17Ar3C,phos,IVT-C11,,a,no_target
122,122,00:10:00,L,3,197.685,r17Ar3C,phos,IVT-C11,,b,no_target
123,123,00:10:00,M,3,458.399,H20,phos,IVT-C11,,a,target_added
124,124,00:10:00,N,3,349.529,H20,phos,IVT-C11,,b,target_added
125,125,00:10:00,O,3,11.46,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
126,126,00:10:00,G,5,1355.1429999999998,standard,standard,standard,2.5,a,standard
127,127,00:10:00,H,5,1423.9029999999998,standard,standard,standard,2.5,b,standard
128,128,00:10:00,I,5,1386.658,r17Ar3C,phos,IVT-B1,,a,target_added
129,129,00:10:00,J,5,1360.8729999999996,r17Ar3C,phos,IVT-B1,,b,target_added
130,130,00:10:00,K,5,366.719,r17Ar3C,phos,IVT-B1,,a,no_target
131,131,00:10:00,L,5,323.744,r17Ar3C,phos,IVT-B1,,b,no_target
132,132,00:10:00,M,5,564.404,H20,phos,IVT-B1,,a,target_added
133,133,00:10:00,N,5,303.69,H20,phos,IVT-B1,,b,target_added
134,134,00:10:00,O,5,22.92,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
135,135,00:10:00,G,7,1088.698,standard,standard,standard,1.25,a,standard
136,136,00:10:00,H,7,965.503,standard,standard,standard,1.25,b,standard
137,137,00:10:00,I,7,2842.075,r17Ar3C,phos,IVT-H6,,a,target_added
138,138,00:10:00,J,7,2592.821,r17Ar3C,phos,IVT-H6,,b,target_added
139,139,00:10:00,K,7,544.349,r17Ar3C,phos,IVT-H6,,a,no_target
140,140,00:10:00,L,7,653.219,r17Ar3C,phos,IVT-H6,,b,no_target
141,141,00:10:00,M,7,1524.177,H20,phos,IVT-H6,,a,target_added
142,142,00:10:00,N,7,1103.023,H20,phos,IVT-H6,,b,target_added
143,143,00:10:00,O,7,17.19,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
144,144,00:10:00,G,9,275.04,standard,standard,standard,0.625,a,standard
145,145,00:10:00,H,9,280.77,standard,standard,standard,0.625,b,standard
146,146,00:10:00,I,9,4200.083,r17Ar3C,phos,IVT-G8,,a,target_added
147,147,00:10:00,J,9,3346.315,r17Ar3C,phos,IVT-G8,,b,target_added
148,148,00:10:00,K,9,2922.295,r17Ar3C,phos,IVT-G8,,a,no_target
149,149,00:10:00,L,9,2630.066,r17Ar3C,phos,IVT-G8,,b,no_target
150,150,00:10:00,M,9,2756.125,H20,phos,IVT-G8,,a,target_added
151,151,00:10:00,N,9,2343.5660000000007,H20,phos,IVT-G8,,b,target_added
152,152,00:10:00,O,9,5.73,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
153,153,00:10:00,G,11,140.385,standard,standard,standard,0.3125,a,standard
154,154,00:10:00,H,11,157.575,standard,standard,standard,0.3125,b,standard
155,155,00:10:00,I,11,4830.382000000001,r17Ar3C,phos,IVT-C4,,a,target_added
156,156,00:10:00,J,11,4231.598,r17Ar3C,phos,IVT-C4,,b,target_added
157,157,00:10:00,K,11,189.09,r17Ar3C,phos,IVT-C4,,a,no_target
158,158,00:10:00,L,11,194.82,r17Ar3C,phos,IVT-C4,,b,no_target
159,159,00:10:00,M,11,1655.967,H20,phos,IVT-C4,,a,target_added
160,160,00:10:00,N,11,1375.198,H20,phos,IVT-C4,,b,target_added
161,161,00:10:00,O,11,11.46,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
162,162,00:10:00,G,13,94.545,standard,standard,standard,0.15625,a,standard
163,163,00:10:00,H,13,148.98,standard,standard,standard,0.15625,b,standard
164,164,00:10:00,I,13,2836.345,r17Ar3C,no_phos,syn-C11,,a,target_added
165,165,00:10:00,J,13,2085.717,r17Ar3C,no_phos,syn-C11,,b,target_added
166,166,00:10:00,K,13,42.975,r17Ar3C,no_phos,syn-C11,,a,no_target
167,167,00:10:00,L,13,22.92,r17Ar3C,no_phos,syn-C11,,b,no_target
168,168,00:10:00,M,13,48.705,H20,no_phos,syn-C11,,a,target_added
169,169,00:10:00,N,13,51.57,H20,no_phos,syn-C11,,b,target_added
170,170,00:10:00,O,13,17.19,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
171,171,00:10:00,G,15,166.17,standard,standard,standard,0.078125,a,standard
172,172,00:10:00,H,15,114.6,standard,standard,standard,0.078125,b,standard
173,173,00:10:00,I,15,4165.703,r17Ar3C,no_phos,IVT-C11,,a,target_added
174,174,00:10:00,J,15,2933.755,r17Ar3C,no_phos,IVT-C11,,b,target_added
175,175,00:10:00,K,15,908.203,r17Ar3C,no_phos,IVT-C11,,a,no_target
176,176,00:10:00,L,15,979.828,r17Ar3C,no_phos,IVT-C11,,b,no_target
177,177,00:10:00,M,15,1025.668,H20,no_phos,IVT-C11,,a,target_added
178,178,00:10:00,N,15,1048.588,H20,no_phos,IVT-C11,,b,target_added
179,179,00:10:00,O,15,34.38,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
180,180,00:10:00,G,17,97.41,standard,standard,standard,0.0390625,a,standard
181,181,00:10:00,H,17,51.57,standard,standard,standard,0.0390625,b,standard
182,182,00:10:00,I,17,3970.884,r17Ar3C,no_phos,IVT-B1,,a,target_added
183,183,00:10:00,J,17,2604.281,r17Ar3C,no_phos,IVT-B1,,b,target_added
184,184,00:10:00,K,17,1739.052,r17Ar3C,no_phos,IVT-B1,,a,no_target
185,185,00:10:00,L,17,1658.832,r17Ar3C,no_phos,IVT-B1,,b,no_target
186,186,00:10:00,M,17,1807.812,H20,no_phos,IVT-B1,,a,target_added
187,187,00:10:00,N,17,1804.947,H20,no_phos,IVT-B1,,b,target_added
188,188,00:10:00,O,17,20.055,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
189,189,00:10:00,G,19,94.545,standard,standard,standard,0.0195312,a,standard
190,190,00:10:00,H,19,106.005,standard,standard,standard,0.0195312,b,standard
191,191,00:10:00,I,19,4727.242,r17Ar3C,no_phos,IVT-H6,,a,target_added
192,192,00:10:00,J,19,3592.704,r17Ar3C,no_phos,IVT-H6,,b,target_added
193,193,00:10:00,K,19,2082.8520000000008,r17Ar3C,no_phos,IVT-H6,,a,no_target
194,194,00:10:00,L,19,2289.131,r17Ar3C,no_phos,IVT-H6,,b,no_target
195,195,00:10:00,M,19,2332.106,H20,no_phos,IVT-H6,,a,target_added
196,196,00:10:00,N,19,2418.056,H20,no_phos,IVT-H6,,b,target_added
197,197,00:10:00,O,19,14.325,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
198,198,00:10:00,G,21,77.355,standard,standard,standard,0.0097656,a,standard
199,199,00:10:00,H,21,77.355,standard,standard,standard,0.0097656,b,standard
200,200,00:10:00,I,21,3097.06,r17Ar3C,no_phos,IVT-G8,,a,target_added
201,201,00:10:00,J,21,2280.536,r17Ar3C,no_phos,IVT-G8,,b,target_added
202,202,00:10:00,K,21,2266.211,r17Ar3C,no_phos,IVT-G8,,a,no_target
203,203,00:10:00,L,21,2389.406,r17Ar3C,no_phos,IVT-G8,,b,no_target
204,204,00:10:00,M,21,2587.091,H20,no_phos,IVT-G8,,a,target_added
205,205,00:10:00,N,21,2220.371,H20,no_phos,IVT-G8,,b,target_added
206,206,00:10:00,O,21,11.46,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
207,207,00:10:00,G,23,541.484,standard,standard,standard,0,a,standard
208,208,00:10:00,H,23,157.575,standard,standard,standard,0,b,standard
209,209,00:10:00,I,23,4240.193,r17Ar3C,no_phos,IVT-C4,,a,target_added
210,210,00:10:00,J,23,3704.439,r17Ar3C,no_phos,IVT-C4,,b,target_added
211,211,00:10:00,K,23,1203.298,r17Ar3C,no_phos,IVT-C4,,a,no_target
212,212,00:10:00,L,23,1217.623,r17Ar3C,no_phos,IVT-C4,,b,no_target
213,213,00:10:00,M,23,1587.208,H20,no_phos,IVT-C4,,a,target_added
214,214,00:10:00,N,23,1429.6329999999996,H20,no_phos,IVT-C4,,b,target_added
215,215,00:10:00,O,23,31.515,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
216,216,00:20:00,G,1,7822.710999999998,standard,standard,standard,10,a,standard
217,217,00:20:00,H,1,7352.085999999998,standard,standard,standard,10,b,standard
218,218,00:20:00,I,1,3102.11,r17Ar3C,phos,syn-C11,,a,target_added
219,219,00:20:00,J,1,3420.643,r17Ar3C,phos,syn-C11,,b,target_added
220,220,00:20:00,K,1,43.045,r17Ar3C,phos,syn-C11,,a,no_target
221,221,00:20:00,L,1,37.306,r17Ar3C,phos,syn-C11,,b,no_target
222,222,00:20:00,M,1,321.403,H20,phos,syn-C11,,a,target_added
223,223,00:20:00,N,1,261.14,H20,phos,syn-C11,,b,target_added
224,224,00:20:00,O,1,2.87,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
225,225,00:20:00,G,3,3354.64,standard,standard,standard,5,a,standard
226,226,00:20:00,H,3,3400.555,standard,standard,standard,5,b,standard
227,227,00:20:00,I,3,2795.055,r17Ar3C,phos,IVT-C11,,a,target_added
228,228,00:20:00,J,3,2809.4040000000005,r17Ar3C,phos,IVT-C11,,b,target_added
229,229,00:20:00,K,3,226.704,r17Ar3C,phos,IVT-C11,,a,no_target
230,230,00:20:00,L,3,180.789,r17Ar3C,phos,IVT-C11,,b,no_target
231,231,00:20:00,M,3,734.635,H20,phos,IVT-C11,,a,target_added
232,232,00:20:00,N,3,528.019,H20,phos,IVT-C11,,b,target_added
233,233,00:20:00,O,3,2.87,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
234,234,00:20:00,G,5,1670.146,standard,standard,standard,2.5,a,standard
235,235,00:20:00,H,5,1538.141,standard,standard,standard,2.5,b,standard
236,236,00:20:00,I,5,1753.366,r17Ar3C,phos,IVT-B1,,a,target_added
237,237,00:20:00,J,5,1750.497,r17Ar3C,phos,IVT-B1,,b,target_added
238,238,00:20:00,K,5,487.843,r17Ar3C,phos,IVT-B1,,a,no_target
239,239,00:20:00,L,5,424.711,r17Ar3C,phos,IVT-B1,,b,no_target
240,240,00:20:00,M,5,751.8530000000002,H20,phos,IVT-B1,,a,target_added
241,241,00:20:00,N,5,556.715,H20,phos,IVT-B1,,b,target_added
242,242,00:20:00,O,5,20.088,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
243,243,00:20:00,G,7,1437.703,standard,standard,standard,1.25,a,standard
244,244,00:20:00,H,7,1199.521,standard,standard,standard,1.25,b,standard
245,245,00:20:00,I,7,3104.9790000000007,r17Ar3C,phos,IVT-H6,,a,target_added
246,246,00:20:00,J,7,2838.1,r17Ar3C,phos,IVT-H6,,b,target_added
247,247,00:20:00,K,7,751.8530000000002,r17Ar3C,phos,IVT-H6,,a,no_target
248,248,00:20:00,L,7,823.5939999999998,r17Ar3C,phos,IVT-H6,,b,no_target
249,249,00:20:00,M,7,1793.542,H20,phos,IVT-H6,,a,target_added
250,250,00:20:00,N,7,1383.179,H20,phos,IVT-H6,,b,target_added
251,251,00:20:00,O,7,2.87,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
252,252,00:20:00,G,9,332.881,standard,standard,standard,0.625,a,standard
253,253,00:20:00,H,9,298.445,standard,standard,standard,0.625,b,standard
254,254,00:20:00,I,9,4479.55,r17Ar3C,phos,IVT-G8,,a,target_added
255,255,00:20:00,J,9,3750.6540000000014,r17Ar3C,phos,IVT-G8,,b,target_added
256,256,00:20:00,K,9,3282.899000000001,r17Ar3C,phos,IVT-G8,,a,no_target
257,257,00:20:00,L,9,2918.451,r17Ar3C,phos,IVT-G8,,b,no_target
258,258,00:20:00,M,9,3208.2870000000007,H20,phos,IVT-G8,,a,target_added
259,259,00:20:00,N,9,2855.318,H20,phos,IVT-G8,,b,target_added
260,260,00:20:00,O,9,17.218,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
261,261,00:20:00,G,11,140.614,standard,standard,standard,0.3125,a,standard
262,262,00:20:00,H,11,198.007,standard,standard,standard,0.3125,b,standard
263,263,00:20:00,I,11,4924.348,r17Ar3C,phos,IVT-C4,,a,target_added
264,264,00:20:00,J,11,4485.289000000002,r17Ar3C,phos,IVT-C4,,b,target_added
265,265,00:20:00,K,11,203.746,r17Ar3C,phos,IVT-C4,,a,no_target
266,266,00:20:00,L,11,266.879,r17Ar3C,phos,IVT-C4,,b,no_target
267,267,00:20:00,M,11,2046.072,H20,phos,IVT-C4,,a,target_added
268,268,00:20:00,N,11,1612.753,H20,phos,IVT-C4,,b,target_added
269,269,00:20:00,O,11,25.827,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
270,270,00:20:00,G,13,91.829,standard,standard,standard,0.15625,a,standard
271,271,00:20:00,H,13,117.656,standard,standard,standard,0.15625,b,standard
272,272,00:20:00,I,13,3239.8540000000007,r17Ar3C,no_phos,syn-C11,,a,target_added
273,273,00:20:00,J,13,2195.295,r17Ar3C,no_phos,syn-C11,,b,target_added
274,274,00:20:00,K,13,60.26300000000001,r17Ar3C,no_phos,syn-C11,,a,no_target
275,275,00:20:00,L,13,20.088,r17Ar3C,no_phos,syn-C11,,b,no_target
276,276,00:20:00,M,13,74.611,H20,no_phos,syn-C11,,a,target_added
277,277,00:20:00,N,13,63.133,H20,no_phos,syn-C11,,b,target_added
278,278,00:20:00,O,13,11.479,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
279,279,00:20:00,G,15,189.398,standard,standard,standard,0.078125,a,standard
280,280,00:20:00,H,15,91.829,standard,standard,standard,0.078125,b,standard
281,281,00:20:00,I,15,4453.723,r17Ar3C,no_phos,IVT-C11,,a,target_added
282,282,00:20:00,J,15,3455.079,r17Ar3C,no_phos,IVT-C11,,b,target_added
283,283,00:20:00,K,15,1213.869,r17Ar3C,no_phos,IVT-C11,,a,no_target
284,284,00:20:00,L,15,1176.563,r17Ar3C,no_phos,IVT-C11,,b,no_target
285,285,00:20:00,M,15,1320.047,H20,no_phos,IVT-C11,,a,target_added
286,286,00:20:00,N,15,1343.004,H20,no_phos,IVT-C11,,b,target_added
287,287,00:20:00,O,15,17.218,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
288,288,00:20:00,G,17,74.611,standard,standard,standard,0.0390625,a,standard
289,289,00:20:00,H,17,74.611,standard,standard,standard,0.0390625,b,standard
290,290,00:20:00,I,17,3957.27,r17Ar3C,no_phos,IVT-B1,,a,target_added
291,291,00:20:00,J,17,2726.183,r17Ar3C,no_phos,IVT-B1,,b,target_added
292,292,00:20:00,K,17,2083.378,r17Ar3C,no_phos,IVT-B1,,a,no_target
293,293,00:20:00,L,17,2069.03,r17Ar3C,no_phos,IVT-B1,,b,no_target
294,294,00:20:00,M,17,2011.636,H20,no_phos,IVT-B1,,a,target_added
295,295,00:20:00,N,17,2183.8160000000007,H20,no_phos,IVT-B1,,b,target_added
296,296,00:20:00,O,17,25.827,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
297,297,00:20:00,G,19,134.874,standard,standard,standard,0.0195312,a,standard
298,298,00:20:00,H,19,109.047,standard,standard,standard,0.0195312,b,standard
299,299,00:20:00,I,19,5044.874,r17Ar3C,no_phos,IVT-H6,,a,target_added
300,300,00:20:00,J,19,3808.048,r17Ar3C,no_phos,IVT-H6,,b,target_added
301,301,00:20:00,K,19,2576.961,r17Ar3C,no_phos,IVT-H6,,a,no_target
302,302,00:20:00,L,19,2611.397,r17Ar3C,no_phos,IVT-H6,,b,no_target
303,303,00:20:00,M,19,2783.577,H20,no_phos,IVT-H6,,a,target_added
304,304,00:20:00,N,19,2826.6220000000008,H20,no_phos,IVT-H6,,b,target_added
305,305,00:20:00,O,19,25.827,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
306,306,00:20:00,G,21,57.393,standard,standard,standard,0.0097656,a,standard
307,307,00:20:00,H,21,71.742,standard,standard,standard,0.0097656,b,standard
308,308,00:20:00,I,21,3328.813,r17Ar3C,no_phos,IVT-G8,,a,target_added
309,309,00:20:00,J,21,2522.437,r17Ar3C,no_phos,IVT-G8,,b,target_added
310,310,00:20:00,K,21,2531.0460000000007,r17Ar3C,no_phos,IVT-G8,,a,no_target
311,311,00:20:00,L,21,2872.536,r17Ar3C,no_phos,IVT-G8,,b,no_target
312,312,00:20:00,M,21,2726.183,H20,no_phos,IVT-G8,,a,target_added
313,313,00:20:00,N,21,2508.089,H20,no_phos,IVT-G8,,b,target_added
314,314,00:20:00,O,21,11.479,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
315,315,00:20:00,G,23,450.538,standard,standard,standard,0,a,standard
316,316,00:20:00,H,23,195.137,standard,standard,standard,0,b,standard
317,317,00:20:00,I,23,4686.166,r17Ar3C,no_phos,IVT-C4,,a,target_added
318,318,00:20:00,J,23,4014.664,r17Ar3C,no_phos,IVT-C4,,b,target_added
319,319,00:20:00,K,23,1394.658,r17Ar3C,no_phos,IVT-C4,,a,no_target
320,320,00:20:00,L,23,1500.836,r17Ar3C,no_phos,IVT-C4,,b,no_target
321,321,00:20:00,M,23,1848.065,H20,no_phos,IVT-C4,,a,target_added
322,322,00:20:00,N,23,1911.198,H20,no_phos,IVT-C4,,b,target_added
323,323,00:20:00,O,23,8.609,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
324,324,00:30:00,G,1,7532.536,standard,standard,standard,10,a,standard
325,325,00:30:00,H,1,7101.1190000000015,standard,standard,standard,10,b,standard
