,Unnamed: 0,time,row_384,column_384,rfu_value,sample_set,gRNA_used,replicate,reporter
1102,1102,07:30:00,A,23,92.259,no_target,none,a,DNA-FAM
1103,1103,07:30:00,B,23,119.367,no_target,none,b,DNA-FAM
1104,1104,07:40:00,A,1,1083.749,target_added,syn_11C,a,DNA-FAM
1105,1105,07:40:00,B,1,1065.421,target_added,syn_11C,b,DNA-FAM
1106,1106,07:40:00,A,3,1667.034,target_added,IVT_11C,a,DNA-FAM
1107,1107,07:40:00,B,3,1816.355,target_added,IVT_11C,b,DNA-FAM
1108,1108,07:40:00,A,5,2271.9,target_added,IVT_D9_3Cs,a,DNA-FAM
1109,1109,07:40:00,B,5,2180.918,target_added,IVT_D9_3Cs,b,DNA-FAM
1110,1110,07:40:00,A,7,95.126,target_added,none,a,DNA-FAM
1111,1111,07:40:00,B,7,98.352,target_added,none,b,DNA-FAM
1112,1112,07:40:00,A,9,100.559,no_cas12a,syn_11C,a,DNA-FAM
1113,1113,07:40:00,B,9,102.461,no_cas12a,syn_11C,b,DNA-FAM
1114,1114,07:40:00,A,11,96.314,no_cas12a,IVT_11C,a,DNA-FAM
1115,1115,07:40:00,B,11,99.345,no_cas12a,IVT_11C,b,DNA-FAM
1116,1116,07:40:00,A,13,103.363,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1117,1117,07:40:00,B,13,102.083,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1118,1118,07:40:00,A,15,102.655,no_cas12a,none,a,DNA-FAM
1119,1119,07:40:00,B,15,100.76,no_cas12a,none,b,DNA-FAM
1120,1120,07:40:00,A,17,102.278,no_target,syn_11C,a,DNA-FAM
1121,1121,07:40:00,B,17,99.591,no_target,syn_11C,b,DNA-FAM
1122,1122,07:40:00,A,19,101.588,no_target,IVT_11C,a,DNA-FAM
1123,1123,07:40:00,B,19,95.123,no_target,IVT_11C,b,DNA-FAM
1124,1124,07:40:00,A,21,97.432,no_target,IVT_D9_3Cs,a,DNA-FAM
1125,1125,07:40:00,B,21,104.544,no_target,IVT_D9_3Cs,b,DNA-FAM
1126,1126,07:40:00,A,23,100.142,no_target,none,a,DNA-FAM
1127,1127,07:40:00,B,23,126.906,no_target,none,b,DNA-FAM
1128,1128,07:50:00,A,1,1094.281,target_added,syn_11C,a,DNA-FAM
1129,1129,07:50:00,B,1,1071.806,target_added,syn_11C,b,DNA-FAM
1130,1130,07:50:00,A,3,1661.9229999999998,target_added,IVT_11C,a,DNA-FAM
1131,1131,07:50:00,B,3,1811.69,target_added,IVT_11C,b,DNA-FAM
1132,1132,07:50:00,A,5,2269.907,target_added,IVT_D9_3Cs,a,DNA-FAM
1133,1133,07:50:00,B,5,2181.028,target_added,IVT_D9_3Cs,b,DNA-FAM
1134,1134,07:50:00,A,7,99.36,target_added,none,a,DNA-FAM
1135,1135,07:50:00,B,7,99.258,target_added,none,b,DNA-FAM
1136,1136,07:50:00,A,9,104.991,no_cas12a,syn_11C,a,DNA-FAM
1137,1137,07:50:00,B,9,102.863,no_cas12a,syn_11C,b,DNA-FAM
1138,1138,07:50:00,A,11,97.377,no_cas12a,IVT_11C,a,DNA-FAM
1139,1139,07:50:00,B,11,99.215,no_cas12a,IVT_11C,b,DNA-FAM
1140,1140,07:50:00,A,13,104.116,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1141,1141,07:50:00,B,13,102.108,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1142,1142,07:50:00,A,15,105.069,no_cas12a,none,a,DNA-FAM
1143,1143,07:50:00,B,15,100.443,no_cas12a,none,b,DNA-FAM
1144,1144,07:50:00,A,17,107.507,no_target,syn_11C,a,DNA-FAM
1145,1145,07:50:00,B,17,99.298,no_target,syn_11C,b,DNA-FAM
1146,1146,07:50:00,A,19,105.206,no_target,IVT_11C,a,DNA-FAM
1147,1147,07:50:00,B,19,97.144,no_target,IVT_11C,b,DNA-FAM
1148,1148,07:50:00,A,21,102.876,no_target,IVT_D9_3Cs,a,DNA-FAM
1149,1149,07:50:00,B,21,105.689,no_target,IVT_D9_3Cs,b,DNA-FAM
1150,1150,07:50:00,A,23,106.189,no_target,none,a,DNA-FAM
1151,1151,07:50:00,B,23,131.07399999999998,no_target,none,b,DNA-FAM
1152,1152,08:00:00,A,1,1089.392,target_added,syn_11C,a,DNA-FAM
1153,1153,08:00:00,B,1,1067.184,target_added,syn_11C,b,DNA-FAM
1154,1154,08:00:00,A,3,1644.984,target_added,IVT_11C,a,DNA-FAM
1155,1155,08:00:00,B,3,1792.756,target_added,IVT_11C,b,DNA-FAM
1156,1156,08:00:00,A,5,2235.43,target_added,IVT_D9_3Cs,a,DNA-FAM
1157,1157,08:00:00,B,5,2154.13,target_added,IVT_D9_3Cs,b,DNA-FAM
1158,1158,08:00:00,A,7,100.256,target_added,none,a,DNA-FAM
1159,1159,08:00:00,B,7,97.543,target_added,none,b,DNA-FAM
1160,1160,08:00:00,A,9,104.54,no_cas12a,syn_11C,a,DNA-FAM
1161,1161,08:00:00,B,9,101.186,no_cas12a,syn_11C,b,DNA-FAM
1162,1162,08:00:00,A,11,98.106,no_cas12a,IVT_11C,a,DNA-FAM
1163,1163,08:00:00,B,11,97.24,no_cas12a,IVT_11C,b,DNA-FAM
1164,1164,08:00:00,A,13,104.896,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1165,1165,08:00:00,B,13,101.821,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1166,1166,08:00:00,A,15,105.0,no_cas12a,none,a,DNA-FAM
1167,1167,08:00:00,B,15,99.467,no_cas12a,none,b,DNA-FAM
1168,1168,08:00:00,A,17,108.879,no_target,syn_11C,a,DNA-FAM
1169,1169,08:00:00,B,17,97.173,no_target,syn_11C,b,DNA-FAM
1170,1170,08:00:00,A,19,105.696,no_target,IVT_11C,a,DNA-FAM
1171,1171,08:00:00,B,19,95.136,no_target,IVT_11C,b,DNA-FAM
1172,1172,08:00:00,A,21,102.984,no_target,IVT_D9_3Cs,a,DNA-FAM
1173,1173,08:00:00,B,21,105.837,no_target,IVT_D9_3Cs,b,DNA-FAM
1174,1174,08:00:00,A,23,107.59,no_target,none,a,DNA-FAM
1175,1175,08:00:00,B,23,132.049,no_target,none,b,DNA-FAM
1176,1176,08:10:00,A,1,1091.527,target_added,syn_11C,a,DNA-FAM
1177,1177,08:10:00,B,1,1066.086,target_added,syn_11C,b,DNA-FAM
1178,1178,08:10:00,A,3,1639.951,target_added,IVT_11C,a,DNA-FAM
1179,1179,08:10:00,B,3,1784.9979999999996,target_added,IVT_11C,b,DNA-FAM
1180,1180,08:10:00,A,5,2233.615,target_added,IVT_D9_3Cs,a,DNA-FAM
1181,1181,08:10:00,B,5,2158.178,target_added,IVT_D9_3Cs,b,DNA-FAM
1182,1182,08:10:00,A,7,100.939,target_added,none,a,DNA-FAM
1183,1183,08:10:00,B,7,96.433,target_added,none,b,DNA-FAM
1184,1184,08:10:00,A,9,105.54,no_cas12a,syn_11C,a,DNA-FAM
1185,1185,08:10:00,B,9,102.259,no_cas12a,syn_11C,b,DNA-FAM
1186,1186,08:10:00,A,11,96.882,no_cas12a,IVT_11C,a,DNA-FAM
1187,1187,08:10:00,B,11,99.005,no_cas12a,IVT_11C,b,DNA-FAM
1188,1188,08:10:00,A,13,105.472,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1189,1189,08:10:00,B,13,101.723,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1190,1190,08:10:00,A,15,106.109,no_cas12a,none,a,DNA-FAM
1191,1191,08:10:00,B,15,99.369,no_cas12a,none,b,DNA-FAM
1192,1192,08:10:00,A,17,107.508,no_target,syn_11C,a,DNA-FAM
1193,1193,08:10:00,B,17,97.437,no_target,syn_11C,b,DNA-FAM
1194,1194,08:10:00,A,19,106.92,no_target,IVT_11C,a,DNA-FAM
1195,1195,08:10:00,B,19,95.031,no_target,IVT_11C,b,DNA-FAM
1196,1196,08:10:00,A,21,102.747,no_target,IVT_D9_3Cs,a,DNA-FAM
1197,1197,08:10:00,B,21,104.544,no_target,IVT_D9_3Cs,b,DNA-FAM
1198,1198,08:10:00,A,23,108.713,no_target,none,a,DNA-FAM
1199,1199,08:10:00,B,23,131.415,no_target,none,b,DNA-FAM
1200,1200,08:20:00,A,1,1091.68,target_added,syn_11C,a,DNA-FAM
1201,1201,08:20:00,B,1,1067.407,target_added,syn_11C,b,DNA-FAM
1202,1202,08:20:00,A,3,1638.928,target_added,IVT_11C,a,DNA-FAM
1203,1203,08:20:00,B,3,1778.529,target_added,IVT_11C,b,DNA-FAM
1204,1204,08:20:00,A,5,2219.917,target_added,IVT_D9_3Cs,a,DNA-FAM
1205,1205,08:20:00,B,5,2152.472,target_added,IVT_D9_3Cs,b,DNA-FAM
1206,1206,08:20:00,A,7,101.318,target_added,none,a,DNA-FAM
1207,1207,08:20:00,B,7,97.273,target_added,none,b,DNA-FAM
1208,1208,08:20:00,A,9,105.597,no_cas12a,syn_11C,a,DNA-FAM
1209,1209,08:20:00,B,9,102.178,no_cas12a,syn_11C,b,DNA-FAM
1210,1210,08:20:00,A,11,95.694,no_cas12a,IVT_11C,a,DNA-FAM
1211,1211,08:20:00,B,11,98.202,no_cas12a,IVT_11C,b,DNA-FAM
1212,1212,08:20:00,A,13,104.493,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1213,1213,08:20:00,B,13,100.689,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1214,1214,08:20:00,A,15,105.593,no_cas12a,none,a,DNA-FAM
1215,1215,08:20:00,B,15,99.732,no_cas12a,none,b,DNA-FAM
1216,1216,08:20:00,A,17,107.589,no_target,syn_11C,a,DNA-FAM
1217,1217,08:20:00,B,17,98.19,no_target,syn_11C,b,DNA-FAM
1218,1218,08:20:00,A,19,104.639,no_target,IVT_11C,a,DNA-FAM
1219,1219,08:20:00,B,19,95.653,no_target,IVT_11C,b,DNA-FAM
1220,1220,08:20:00,A,21,105.039,no_target,IVT_D9_3Cs,a,DNA-FAM
1221,1221,08:20:00,B,21,104.116,no_target,IVT_D9_3Cs,b,DNA-FAM
1222,1222,08:20:00,A,23,110.366,no_target,none,a,DNA-FAM
1223,1223,08:20:00,B,23,132.403,no_target,none,b,DNA-FAM
1224,1224,08:30:00,A,1,1106.57,target_added,syn_11C,a,DNA-FAM
1225,1225,08:30:00,B,1,1075.5,target_added,syn_11C,b,DNA-FAM
1226,1226,08:30:00,A,3,1636.677,target_added,IVT_11C,a,DNA-FAM
1227,1227,08:30:00,B,3,1788.609,target_added,IVT_11C,b,DNA-FAM
1228,1228,08:30:00,A,5,2219.281,target_added,IVT_D9_3Cs,a,DNA-FAM
1229,1229,08:30:00,B,5,2155.238,target_added,IVT_D9_3Cs,b,DNA-FAM
1230,1230,08:30:00,A,7,102.467,target_added,none,a,DNA-FAM
1231,1231,08:30:00,B,7,97.568,target_added,none,b,DNA-FAM
1232,1232,08:30:00,A,9,103.972,no_cas12a,syn_11C,a,DNA-FAM
1233,1233,08:30:00,B,9,102.118,no_cas12a,syn_11C,b,DNA-FAM
1234,1234,08:30:00,A,11,97.272,no_cas12a,IVT_11C,a,DNA-FAM
1235,1235,08:30:00,B,11,97.949,no_cas12a,IVT_11C,b,DNA-FAM
1236,1236,08:30:00,A,13,105.43,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1237,1237,08:30:00,B,13,101.544,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1238,1238,08:30:00,A,15,107.12,no_cas12a,none,a,DNA-FAM
1239,1239,08:30:00,B,15,100.344,no_cas12a,none,b,DNA-FAM
1240,1240,08:30:00,A,17,108.898,no_target,syn_11C,a,DNA-FAM
1241,1241,08:30:00,B,17,98.62,no_target,syn_11C,b,DNA-FAM
1242,1242,08:30:00,A,19,106.091,no_target,IVT_11C,a,DNA-FAM
1243,1243,08:30:00,B,19,96.85,no_target,IVT_11C,b,DNA-FAM
1244,1244,08:30:00,A,21,104.056,no_target,IVT_D9_3Cs,a,DNA-FAM
1245,1245,08:30:00,B,21,105.755,no_target,IVT_D9_3Cs,b,DNA-FAM
1246,1246,08:30:00,A,23,110.164,no_target,none,a,DNA-FAM
1247,1247,08:30:00,B,23,132.174,no_target,none,b,DNA-FAM
1248,1248,08:40:00,A,1,1099.904,target_added,syn_11C,a,DNA-FAM
1249,1249,08:40:00,B,1,1068.206,target_added,syn_11C,b,DNA-FAM
1250,1250,08:40:00,A,3,1616.44,target_added,IVT_11C,a,DNA-FAM
1251,1251,08:40:00,B,3,1777.605,target_added,IVT_11C,b,DNA-FAM
1252,1252,08:40:00,A,5,2216.525,target_added,IVT_D9_3Cs,a,DNA-FAM
1253,1253,08:40:00,B,5,2148.234,target_added,IVT_D9_3Cs,b,DNA-FAM
1254,1254,08:40:00,A,7,99.641,target_added,none,a,DNA-FAM
1255,1255,08:40:00,B,7,98.493,target_added,none,b,DNA-FAM
1256,1256,08:40:00,A,9,105.13,no_cas12a,syn_11C,a,DNA-FAM
1257,1257,08:40:00,B,9,101.736,no_cas12a,syn_11C,b,DNA-FAM
1258,1258,08:40:00,A,11,96.821,no_cas12a,IVT_11C,a,DNA-FAM
1259,1259,08:40:00,B,11,98.026,no_cas12a,IVT_11C,b,DNA-FAM
1260,1260,08:40:00,A,13,104.824,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1261,1261,08:40:00,B,13,100.754,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1262,1262,08:40:00,A,15,105.848,no_cas12a,none,a,DNA-FAM
1263,1263,08:40:00,B,15,100.592,no_cas12a,none,b,DNA-FAM
1264,1264,08:40:00,A,17,109.262,no_target,syn_11C,a,DNA-FAM
1265,1265,08:40:00,B,17,99.367,no_target,syn_11C,b,DNA-FAM
1266,1266,08:40:00,A,19,105.572,no_target,IVT_11C,a,DNA-FAM
1267,1267,08:40:00,B,19,95.686,no_target,IVT_11C,b,DNA-FAM
1268,1268,08:40:00,A,21,103.637,no_target,IVT_D9_3Cs,a,DNA-FAM
1269,1269,08:40:00,B,21,104.762,no_target,IVT_D9_3Cs,b,DNA-FAM
1270,1270,08:40:00,A,23,108.578,no_target,none,a,DNA-FAM
1271,1271,08:40:00,B,23,131.292,no_target,none,b,DNA-FAM
1272,1272,08:50:00,A,1,1099.589,target_added,syn_11C,a,DNA-FAM
1273,1273,08:50:00,B,1,1060.162,target_added,syn_11C,b,DNA-FAM
1274,1274,08:50:00,A,3,1613.655,target_added,IVT_11C,a,DNA-FAM
1275,1275,08:50:00,B,3,1758.602,target_added,IVT_11C,b,DNA-FAM
1276,1276,08:50:00,A,5,2208.31,target_added,IVT_D9_3Cs,a,DNA-FAM
1277,1277,08:50:00,B,5,2150.39,target_added,IVT_D9_3Cs,b,DNA-FAM
1278,1278,08:50:00,A,7,101.885,target_added,none,a,DNA-FAM
1279,1279,08:50:00,B,7,98.676,target_added,none,b,DNA-FAM
1280,1280,08:50:00,A,9,105.365,no_cas12a,syn_11C,a,DNA-FAM
1281,1281,08:50:00,B,9,102.484,no_cas12a,syn_11C,b,DNA-FAM
1282,1282,08:50:00,A,11,96.716,no_cas12a,IVT_11C,a,DNA-FAM
1283,1283,08:50:00,B,11,98.817,no_cas12a,IVT_11C,b,DNA-FAM
1284,1284,08:50:00,A,13,104.438,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1285,1285,08:50:00,B,13,101.562,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1286,1286,08:50:00,A,15,106.371,no_cas12a,none,a,DNA-FAM
1287,1287,08:50:00,B,15,101.955,no_cas12a,none,b,DNA-FAM
1288,1288,08:50:00,A,17,107.342,no_target,syn_11C,a,DNA-FAM
1289,1289,08:50:00,B,17,99.654,no_target,syn_11C,b,DNA-FAM
1290,1290,08:50:00,A,19,105.185,no_target,IVT_11C,a,DNA-FAM
1291,1291,08:50:00,B,19,96.557,no_target,IVT_11C,b,DNA-FAM
1292,1292,08:50:00,A,21,103.838,no_target,IVT_D9_3Cs,a,DNA-FAM
1293,1293,08:50:00,B,21,104.581,no_target,IVT_D9_3Cs,b,DNA-FAM
1294,1294,08:50:00,A,23,109.463,no_target,none,a,DNA-FAM
1295,1295,08:50:00,B,23,132.02700000000002,no_target,none,b,DNA-FAM
1296,1296,09:00:00,A,1,1083.212,target_added,syn_11C,a,DNA-FAM
1297,1297,09:00:00,B,1,1044.622,target_added,syn_11C,b,DNA-FAM
1298,1298,09:00:00,A,3,1596.914,target_added,IVT_11C,a,DNA-FAM
1299,1299,09:00:00,B,3,1750.549,target_added,IVT_11C,b,DNA-FAM
1300,1300,09:00:00,A,5,2192.308,target_added,IVT_D9_3Cs,a,DNA-FAM
1301,1301,09:00:00,B,5,2125.938,target_added,IVT_D9_3Cs,b,DNA-FAM
1302,1302,09:00:00,A,7,100.409,target_added,none,a,DNA-FAM
1303,1303,09:00:00,B,7,99.874,target_added,none,b,DNA-FAM
1304,1304,09:00:00,A,9,105.149,no_cas12a,syn_11C,a,DNA-FAM
1305,1305,09:00:00,B,9,104.35,no_cas12a,syn_11C,b,DNA-FAM
1306,1306,09:00:00,A,11,98.095,no_cas12a,IVT_11C,a,DNA-FAM
1307,1307,09:00:00,B,11,100.478,no_cas12a,IVT_11C,b,DNA-FAM
1308,1308,09:00:00,A,13,104.935,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1309,1309,09:00:00,B,13,101.818,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1310,1310,09:00:00,A,15,106.439,no_cas12a,none,a,DNA-FAM
1311,1311,09:00:00,B,15,101.681,no_cas12a,none,b,DNA-FAM
1312,1312,09:00:00,A,17,108.342,no_target,syn_11C,a,DNA-FAM
1313,1313,09:00:00,B,17,100.628,no_target,syn_11C,b,DNA-FAM
1314,1314,09:00:00,A,19,105.638,no_target,IVT_11C,a,DNA-FAM
1315,1315,09:00:00,B,19,97.906,no_target,IVT_11C,b,DNA-FAM
1316,1316,09:00:00,A,21,103.01,no_target,IVT_D9_3Cs,a,DNA-FAM
1317,1317,09:00:00,B,21,105.181,no_target,IVT_D9_3Cs,b,DNA-FAM
1318,1318,09:00:00,A,23,108.945,no_target,none,a,DNA-FAM
1319,1319,09:00:00,B,23,133.243,no_target,none,b,DNA-FAM
1320,1320,09:10:00,A,1,1085.867,target_added,syn_11C,a,DNA-FAM
1321,1321,09:10:00,B,1,1046.276,target_added,syn_11C,b,DNA-FAM
1322,1322,09:10:00,A,3,1595.91,target_added,IVT_11C,a,DNA-FAM
1323,1323,09:10:00,B,3,1765.845,target_added,IVT_11C,b,DNA-FAM
1324,1324,09:10:00,A,5,2201.077,target_added,IVT_D9_3Cs,a,DNA-FAM
1325,1325,09:10:00,B,5,2135.571,target_added,IVT_D9_3Cs,b,DNA-FAM
1326,1326,09:10:00,A,7,101.949,target_added,none,a,DNA-FAM
1327,1327,09:10:00,B,7,99.881,target_added,none,b,DNA-FAM
1328,1328,09:10:00,A,9,107.818,no_cas12a,syn_11C,a,DNA-FAM
1329,1329,09:10:00,B,9,104.59,no_cas12a,syn_11C,b,DNA-FAM
1330,1330,09:10:00,A,11,98.981,no_cas12a,IVT_11C,a,DNA-FAM
1331,1331,09:10:00,B,11,100.267,no_cas12a,IVT_11C,b,DNA-FAM
1332,1332,09:10:00,A,13,106.449,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1333,1333,09:10:00,B,13,103.326,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1334,1334,09:10:00,A,15,107.742,no_cas12a,none,a,DNA-FAM
1335,1335,09:10:00,B,15,101.921,no_cas12a,none,b,DNA-FAM
1336,1336,09:10:00,A,17,109.102,no_target,syn_11C,a,DNA-FAM
1337,1337,09:10:00,B,17,102.25,no_target,syn_11C,b,DNA-FAM
1338,1338,09:10:00,A,19,105.856,no_target,IVT_11C,a,DNA-FAM
1339,1339,09:10:00,B,19,98.026,no_target,IVT_11C,b,DNA-FAM
1340,1340,09:10:00,A,21,104.619,no_target,IVT_D9_3Cs,a,DNA-FAM
1341,1341,09:10:00,B,21,106.369,no_target,IVT_D9_3Cs,b,DNA-FAM
1342,1342,09:10:00,A,23,110.356,no_target,none,a,DNA-FAM
1343,1343,09:10:00,B,23,132.454,no_target,none,b,DNA-FAM
1344,1344,09:20:00,A,1,1090.984,target_added,syn_11C,a,DNA-FAM
1345,1345,09:20:00,B,1,1059.178,target_added,syn_11C,b,DNA-FAM
1346,1346,09:20:00,A,3,1617.927,target_added,IVT_11C,a,DNA-FAM
1347,1347,09:20:00,B,3,1778.9779999999996,target_added,IVT_11C,b,DNA-FAM
1348,1348,09:20:00,A,5,2227.798,target_added,IVT_D9_3Cs,a,DNA-FAM
1349,1349,09:20:00,B,5,2152.339,target_added,IVT_D9_3Cs,b,DNA-FAM
1350,1350,09:20:00,A,7,101.86,target_added,none,a,DNA-FAM
1351,1351,09:20:00,B,7,102.767,target_added,none,b,DNA-FAM
1352,1352,09:20:00,A,9,108.179,no_cas12a,syn_11C,a,DNA-FAM
1353,1353,09:20:00,B,9,107.342,no_cas12a,syn_11C,b,DNA-FAM
1354,1354,09:20:00,A,11,100.798,no_cas12a,IVT_11C,a,DNA-FAM
1355,1355,09:20:00,B,11,102.551,no_cas12a,IVT_11C,b,DNA-FAM
1356,1356,09:20:00,A,13,106.374,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1357,1357,09:20:00,B,13,104.088,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1358,1358,09:20:00,A,15,108.858,no_cas12a,none,a,DNA-FAM
1359,1359,09:20:00,B,15,104.99,no_cas12a,none,b,DNA-FAM
1360,1360,09:20:00,A,17,111.607,no_target,syn_11C,a,DNA-FAM
1361,1361,09:20:00,B,17,102.831,no_target,syn_11C,b,DNA-FAM
1362,1362,09:20:00,A,19,107.832,no_target,IVT_11C,a,DNA-FAM
1363,1363,09:20:00,B,19,98.859,no_target,IVT_11C,b,DNA-FAM
1364,1364,09:20:00,A,21,105.742,no_target,IVT_D9_3Cs,a,DNA-FAM
1365,1365,09:20:00,B,21,107.604,no_target,IVT_D9_3Cs,b,DNA-FAM
1366,1366,09:20:00,A,23,111.625,no_target,none,a,DNA-FAM
1367,1367,09:20:00,B,23,134.06,no_target,none,b,DNA-FAM
1368,1368,09:30:00,A,1,1088.953,target_added,syn_11C,a,DNA-FAM
1369,1369,09:30:00,B,1,1054.863,target_added,syn_11C,b,DNA-FAM
1370,1370,09:30:00,A,3,1609.928,target_added,IVT_11C,a,DNA-FAM
1371,1371,09:30:00,B,3,1775.6229999999996,target_added,IVT_11C,b,DNA-FAM
1372,1372,09:30:00,A,5,2224.423,target_added,IVT_D9_3Cs,a,DNA-FAM
1373,1373,09:30:00,B,5,2153.616,target_added,IVT_D9_3Cs,b,DNA-FAM
1374,1374,09:30:00,A,7,103.329,target_added,none,a,DNA-FAM
1375,1375,09:30:00,B,7,102.85,target_added,none,b,DNA-FAM
1376,1376,09:30:00,A,9,109.413,no_cas12a,syn_11C,a,DNA-FAM
1377,1377,09:30:00,B,9,107.101,no_cas12a,syn_11C,b,DNA-FAM
1378,1378,09:30:00,A,11,100.965,no_cas12a,IVT_11C,a,DNA-FAM
1379,1379,09:30:00,B,11,102.416,no_cas12a,IVT_11C,b,DNA-FAM
1380,1380,09:30:00,A,13,108.08,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1381,1381,09:30:00,B,13,105.468,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1382,1382,09:30:00,A,15,110.433,no_cas12a,none,a,DNA-FAM
1383,1383,09:30:00,B,15,105.23,no_cas12a,none,b,DNA-FAM
1384,1384,09:30:00,A,17,112.743,no_target,syn_11C,a,DNA-FAM
1385,1385,09:30:00,B,17,103.65,no_target,syn_11C,b,DNA-FAM
1386,1386,09:30:00,A,19,108.115,no_target,IVT_11C,a,DNA-FAM
1387,1387,09:30:00,B,19,99.324,no_target,IVT_11C,b,DNA-FAM
1388,1388,09:30:00,A,21,106.626,no_target,IVT_D9_3Cs,a,DNA-FAM
1389,1389,09:30:00,B,21,107.311,no_target,IVT_D9_3Cs,b,DNA-FAM
1390,1390,09:30:00,A,23,111.932,no_target,none,a,DNA-FAM
1391,1391,09:30:00,B,23,135.565,no_target,none,b,DNA-FAM
1392,1392,09:40:00,A,1,1080.823,target_added,syn_11C,a,DNA-FAM
1393,1393,09:40:00,B,1,1047.989,target_added,syn_11C,b,DNA-FAM
1394,1394,09:40:00,A,3,1603.872,target_added,IVT_11C,a,DNA-FAM
1395,1395,09:40:00,B,3,1763.939,target_added,IVT_11C,b,DNA-FAM
1396,1396,09:40:00,A,5,2205.964,target_added,IVT_D9_3Cs,a,DNA-FAM
1397,1397,09:40:00,B,5,2140.708,target_added,IVT_D9_3Cs,b,DNA-FAM
1398,1398,09:40:00,A,7,103.36,target_added,none,a,DNA-FAM
1399,1399,09:40:00,B,7,101.87,target_added,none,b,DNA-FAM
1400,1400,09:40:00,A,9,109.016,no_cas12a,syn_11C,a,DNA-FAM
1401,1401,09:40:00,B,9,107.933,no_cas12a,syn_11C,b,DNA-FAM
1402,1402,09:40:00,A,11,99.961,no_cas12a,IVT_11C,a,DNA-FAM
1403,1403,09:40:00,B,11,102.958,no_cas12a,IVT_11C,b,DNA-FAM
1404,1404,09:40:00,A,13,106.696,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1405,1405,09:40:00,B,13,104.999,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1406,1406,09:40:00,A,15,108.482,no_cas12a,none,a,DNA-FAM
1407,1407,09:40:00,B,15,104.46,no_cas12a,none,b,DNA-FAM
1408,1408,09:40:00,A,17,111.135,no_target,syn_11C,a,DNA-FAM
1409,1409,09:40:00,B,17,102.932,no_target,syn_11C,b,DNA-FAM
1410,1410,09:40:00,A,19,107.045,no_target,IVT_11C,a,DNA-FAM
1411,1411,09:40:00,B,19,99.503,no_target,IVT_11C,b,DNA-FAM
1412,1412,09:40:00,A,21,105.926,no_target,IVT_D9_3Cs,a,DNA-FAM
1413,1413,09:40:00,B,21,107.816,no_target,IVT_D9_3Cs,b,DNA-FAM
1414,1414,09:40:00,A,23,112.387,no_target,none,a,DNA-FAM
1415,1415,09:40:00,B,23,135.27700000000002,no_target,none,b,DNA-FAM
1416,1416,09:50:00,A,1,1083.437,target_added,syn_11C,a,DNA-FAM
1417,1417,09:50:00,B,1,1050.33,target_added,syn_11C,b,DNA-FAM
1418,1418,09:50:00,A,3,1608.39,target_added,IVT_11C,a,DNA-FAM
1419,1419,09:50:00,B,3,1770.203,target_added,IVT_11C,b,DNA-FAM
1420,1420,09:50:00,A,5,2217.053,target_added,IVT_D9_3Cs,a,DNA-FAM
1421,1421,09:50:00,B,5,2154.914,target_added,IVT_D9_3Cs,b,DNA-FAM
1422,1422,09:50:00,A,7,102.554,target_added,none,a,DNA-FAM
1423,1423,09:50:00,B,7,102.083,target_added,none,b,DNA-FAM
1424,1424,09:50:00,A,9,108.923,no_cas12a,syn_11C,a,DNA-FAM
1425,1425,09:50:00,B,9,108.203,no_cas12a,syn_11C,b,DNA-FAM
1426,1426,09:50:00,A,11,101.393,no_cas12a,IVT_11C,a,DNA-FAM
1427,1427,09:50:00,B,11,103.548,no_cas12a,IVT_11C,b,DNA-FAM
1428,1428,09:50:00,A,13,107.145,no_cas12a,IVT_D9_3Cs,a,DNA-FAM
1429,1429,09:50:00,B,13,106.054,no_cas12a,IVT_D9_3Cs,b,DNA-FAM
1430,1430,09:50:00,A,15,111.076,no_cas12a,none,a,DNA-FAM
1431,1431,09:50:00,B,15,107.446,no_cas12a,none,b,DNA-FAM
1432,1432,09:50:00,A,17,111.456,no_target,syn_11C,a,DNA-FAM
