,PlateNumber,PlateRepeat,Barcode,Group,Well,Sample,Label,Kinetic,ScanX,ScanY,MeasInfo,Wavelength,MeasTime,Signal,Flashes/Time,Result,Formula,Unnamed: 17,replicate,standard_conc,kit,sample_set,row_384,column_384
638,1,1.0,"=""=""""""""""""""""",1.0,N08,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:04.462,368.0,0.1,3680.0,,,water,water,water,water,N,08
640,1,1.0,"=""=""""""""""""""""",1.0,N09,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:04.268,1688.0,0.1,16880.0,,,a,0,AMP,AMP_0_distal,N,09
642,1,1.0,"=""=""""""""""""""""",1.0,N10,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:04.075,380.0,0.1,3800.0,,,water,water,water,water,N,10
644,1,1.0,"=""=""""""""""""""""",1.0,N11,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:03.883,1756.0,0.1,17560.0,,,a,0,AMP,AMP_0_distal,N,11
646,1,1.0,"=""=""""""""""""""""",1.0,N12,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:03.688,384.0,0.1,3840.0,,,water,water,water,water,N,12
648,1,1.0,"=""=""""""""""""""""",1.0,N13,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:03.495,1820.0,0.1,18200.0,,,a,0,AMP,AMP_0_distal,N,13
650,1,1.0,"=""=""""""""""""""""",1.0,N14,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:03.302,336.0,0.1,3360.0,,,water,water,water,water,N,14
652,1,1.0,"=""=""""""""""""""""",1.0,N15,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:03.108,1632.0,0.1,16320.0,,,a,0,AMP,AMP_0_distal,N,15
654,1,1.0,"=""=""""""""""""""""",1.0,N16,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:02.914,336.0,0.1,3360.0,,,water,water,water,water,N,16
656,1,1.0,"=""=""""""""""""""""",1.0,N17,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:02.720,1612.0,0.1,16120.0,,,a,0,AMP,AMP_0_distal,N,17
658,1,1.0,"=""=""""""""""""""""",1.0,N18,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:02.526,380.0,0.1,3800.0,,,water,water,water,water,N,18
660,1,1.0,"=""=""""""""""""""""",1.0,N19,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:02.332,2876.0,0.1,28760.0,,,a,0,AMP,AMP_0_distal,N,19
662,1,1.0,"=""=""""""""""""""""",1.0,N20,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:02.139,264.0,0.1,2640.0,,,water,water,water,water,N,20
664,1,1.0,"=""=""""""""""""""""",1.0,N21,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:01.946,1664.0,0.1,16640.0,,,a,0,AMP,AMP_0_distal,N,21
666,1,1.0,"=""=""""""""""""""""",1.0,N22,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:01.752,312.0,0.1,3120.0,,,water,water,water,water,N,22
668,1,1.0,"=""=""""""""""""""""",1.0,N23,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:01.558,1712.0,0.1,17120.0,,,a,0,AMP,AMP_0_distal,N,23
670,1,1.0,"=""=""""""""""""""""",1.0,N24,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:01.365,136.0,0.1,1360.0,,,water,water,water,water,N,24
672,1,1.0,"=""=""""""""""""""""",1.0,O01,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:06.075,1560.0,0.1,15600.0,,,b,0,AMP,AMP_0_distal,O,01
674,1,1.0,"=""=""""""""""""""""",1.0,O02,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:06.270,188.0,0.1,1880.0,,,water,water,water,water,O,02
676,1,1.0,"=""=""""""""""""""""",1.0,O03,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:06.463,1668.0,0.1,16680.0,,,b,0,AMP,AMP_0_distal,O,03
678,1,1.0,"=""=""""""""""""""""",1.0,O04,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:06.658,256.0,0.1,2560.0,,,water,water,water,water,O,04
680,1,1.0,"=""=""""""""""""""""",1.0,O05,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:06.851,1756.0,0.1,17560.0,,,b,0,AMP,AMP_0_distal,O,05
682,1,1.0,"=""=""""""""""""""""",1.0,O06,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:07.044,368.0,0.1,3680.0,,,water,water,water,water,O,06
684,1,1.0,"=""=""""""""""""""""",1.0,O07,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:07.238,1664.0,0.1,16640.0,,,b,0,AMP,AMP_0_distal,O,07
686,1,1.0,"=""=""""""""""""""""",1.0,O08,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:07.432,368.0,0.1,3680.0,,,water,water,water,water,O,08
688,1,1.0,"=""=""""""""""""""""",1.0,O09,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:07.626,1760.0,0.1,17600.0,,,b,0,AMP,AMP_0_distal,O,09
690,1,1.0,"=""=""""""""""""""""",1.0,O10,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:07.820,412.0,0.1,4120.0,,,water,water,water,water,O,10
692,1,1.0,"=""=""""""""""""""""",1.0,O11,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:08.014,2156.0,0.1,21560.0,,,b,0,AMP,AMP_0_distal,O,11
694,1,1.0,"=""=""""""""""""""""",1.0,O12,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:08.208,376.0,0.1,3760.0,,,water,water,water,water,O,12
696,1,1.0,"=""=""""""""""""""""",1.0,O13,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:08.402,1672.0,0.1,16720.0,,,b,0,AMP,AMP_0_distal,O,13
698,1,1.0,"=""=""""""""""""""""",1.0,O14,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:08.596,344.0,0.1,3440.0,,,water,water,water,water,O,14
700,1,1.0,"=""=""""""""""""""""",1.0,O15,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:08.790,1472.0,0.1,14720.0,,,b,0,AMP,AMP_0_distal,O,15
702,1,1.0,"=""=""""""""""""""""",1.0,O16,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:08.983,312.0,0.1,3120.0,,,water,water,water,water,O,16
704,1,1.0,"=""=""""""""""""""""",1.0,O17,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:09.176,1856.0,0.1,18560.0,,,b,0,AMP,AMP_0_distal,O,17
706,1,1.0,"=""=""""""""""""""""",1.0,O18,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:09.369,320.0,0.1,3200.0,,,water,water,water,water,O,18
708,1,1.0,"=""=""""""""""""""""",1.0,O19,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:09.563,1660.0,0.1,16600.0,,,b,0,AMP,AMP_0_distal,O,19
710,1,1.0,"=""=""""""""""""""""",1.0,O20,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:09.757,296.0,0.1,2960.0,,,water,water,water,water,O,20
712,1,1.0,"=""=""""""""""""""""",1.0,O21,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:09.950,1940.0,0.1,19400.0,,,b,0,AMP,AMP_0_distal,O,21
714,1,1.0,"=""=""""""""""""""""",1.0,O22,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:10.144,300.0,0.1,3000.0,,,water,water,water,water,O,22
716,1,1.0,"=""=""""""""""""""""",1.0,O23,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:10.337,1700.0,0.1,17000.0,,,b,0,AMP,AMP_0_distal,O,23
718,1,1.0,"=""=""""""""""""""""",1.0,O24,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:10.531,160.0,0.1,1600.0,,,water,water,water,water,O,24
720,1,1.0,"=""=""""""""""""""""",1.0,P01,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:15.241,1540.0,0.1,15400.0,,,c,0,AMP,AMP_0_distal,P,01
722,1,1.0,"=""=""""""""""""""""",1.0,P02,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:15.049,176.0,0.1,1760.0,,,water,water,water,water,P,02
724,1,1.0,"=""=""""""""""""""""",1.0,P03,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:14.856,1748.0,0.1,17480.0,,,c,0,AMP,AMP_0_distal,P,03
726,1,1.0,"=""=""""""""""""""""",1.0,P04,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:14.662,256.0,0.1,2560.0,,,water,water,water,water,P,04
728,1,1.0,"=""=""""""""""""""""",1.0,P05,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:14.468,1824.0,0.1,18240.0,,,c,0,AMP,AMP_0_distal,P,05
730,1,1.0,"=""=""""""""""""""""",1.0,P06,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:14.275,340.0,0.1,3400.0,,,water,water,water,water,P,06
732,1,1.0,"=""=""""""""""""""""",1.0,P07,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:14.082,1840.0,0.1,18400.0,,,c,0,AMP,AMP_0_distal,P,07
734,1,1.0,"=""=""""""""""""""""",1.0,P08,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:13.888,352.0,0.1,3520.0,,,water,water,water,water,P,08
736,1,1.0,"=""=""""""""""""""""",1.0,P09,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:13.695,1684.0,0.1,16840.0,,,c,0,AMP,AMP_0_distal,P,09
738,1,1.0,"=""=""""""""""""""""",1.0,P10,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:13.502,344.0,0.1,3440.0,,,water,water,water,water,P,10
740,1,1.0,"=""=""""""""""""""""",1.0,P11,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:13.308,1532.0,0.1,15320.0,,,c,0,AMP,AMP_0_distal,P,11
742,1,1.0,"=""=""""""""""""""""",1.0,P12,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:13.113,296.0,0.1,2960.0,,,water,water,water,water,P,12
744,1,1.0,"=""=""""""""""""""""",1.0,P13,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:12.919,1620.0,0.1,16200.0,,,c,0,AMP,AMP_0_distal,P,13
746,1,1.0,"=""=""""""""""""""""",1.0,P14,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:12.726,324.0,0.1,3240.0,,,water,water,water,water,P,14
748,1,1.0,"=""=""""""""""""""""",1.0,P15,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:12.532,1564.0,0.1,15640.0,,,c,0,AMP,AMP_0_distal,P,15
750,1,1.0,"=""=""""""""""""""""",1.0,P16,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:12.338,300.0,0.1,3000.0,,,water,water,water,water,P,16
752,1,1.0,"=""=""""""""""""""""",1.0,P17,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:12.145,1556.0,0.1,15560.0,,,c,0,AMP,AMP_0_distal,P,17
754,1,1.0,"=""=""""""""""""""""",1.0,P18,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:11.952,264.0,0.1,2640.0,,,water,water,water,water,P,18
756,1,1.0,"=""=""""""""""""""""",1.0,P19,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:11.758,1472.0,0.1,14720.0,,,c,0,AMP,AMP_0_distal,P,19
758,1,1.0,"=""=""""""""""""""""",1.0,P20,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:11.564,244.0,0.1,2440.0,,,water,water,water,water,P,20
760,1,1.0,"=""=""""""""""""""""",1.0,P21,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:11.371,1784.0,0.1,17840.0,,,c,0,AMP,AMP_0_distal,P,21
762,1,1.0,"=""=""""""""""""""""",1.0,P22,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:11.177,336.0,0.1,3360.0,,,water,water,water,water,P,22
764,1,1.0,"=""=""""""""""""""""",1.0,P23,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:10.985,2640.0,0.1,26400.0,,,c,0,AMP,AMP_0_distal,P,23
766,1,1.0,"=""=""""""""""""""""",1.0,P24,-,US LUM 384 (cps)(1),0.0,0.0,0.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0.0,00:01:10.791,156.0,0.1,1560.0,,,water,water,water,water,P,24
